"Data Import Template"
"Table:","Property Setter"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Property Setter","","","","","","",""
"Column Labels:","ID","DocType or Field","DocType","Property","Set Value","Field Name","Property Type","Default Value"
"","""Quotation for Mulitple Quantity-quantity_lable-hidden""","DocField","Quotation for Mulitple Quantity","hidden","0","quantity_lable","Check",""
"","""Quotation for Mulitple Quantity-read_only_onload""","DocType","Quotation for Mulitple Quantity","read_only_onload","","","Check",""
"","""Multiple Qty-read_only_onload""","DocType","Multiple Qty","read_only_onload","","","Check",""
"","""Multiple Qty-communication_history-hidden""","DocField","Multiple Qty","hidden","0","communication_history","Check",""
"","""Quotation Item-reference-idx""","DocField","Quotation Item","idx","40","reference","Int",""
"","""Quotation Item-prevdoc_doctype-idx""","DocField","Quotation Item","idx","41","prevdoc_doctype","Int",""
"","""Quotation Item-prevdoc_docname-idx""","DocField","Quotation Item","idx","42","prevdoc_docname","Int",""
"","""Quotation Item-item_tax_rate-idx""","DocField","Quotation Item","idx","43","item_tax_rate","Int",""
"","""Quotation Item-col_break4-idx""","DocField","Quotation Item","idx","44","col_break4","Int",""
"","""Quotation Item-page_break-idx""","DocField","Quotation Item","idx","45","page_break","Int",""
"","""Quotation Item-item_group-idx""","DocField","Quotation Item","idx","46","item_group","Int",""
"","""Quotation Item-brand-idx""","DocField","Quotation Item","idx","47","brand","Int",""
"","""Quotation Item-drawing_number-idx""","DocField","Quotation Item","idx","49","drawing_number","Int",""
"","""Quotation Item-_idx""","DocType","Quotation Item","_idx","[""item_code"", ""customer_item_code"", ""item_name"", ""part_number"", ""material_type"", ""col_break1"", ""description"", ""remark"", ""quantity_and_rate"", ""qty"", ""price_list_rate"", ""discount_percentage"", ""col_break2"", ""stock_uom"", ""base_price_list_rate"", ""Section_break1"", ""col_break3"", ""base_rate"", ""base_amount"", ""pricing_rule"", ""costing"", ""raw_material_costing"", ""rm_total_price"", ""s"", ""primary_process_costing"", ""pp_total_price"", ""s1"", ""sub_machining_costing"", ""sm_total_price"", ""c2"", ""secondary_process_costing"", ""sp_total_price"", ""s2"", ""quantity"", ""machining_cost"", ""c3"", ""rate"", ""amount"", ""total"", ""reference"", ""prevdoc_doctype"", ""prevdoc_docname"", ""item_tax_rate"", ""col_break4"", ""page_break"", ""item_group"", ""brand"", ""spec"", ""drawing_number""]","","Text",""
"","""Customer Address-state-idx""","DocField","Customer Address","idx","7","state","Int",""
"","""Customer Address-pincode-idx""","DocField","Customer Address","idx","8","pincode","Int",""
"","""Customer Address-country-idx""","DocField","Customer Address","idx","9","country","Int",""
"","""Customer Address-phone-idx""","DocField","Customer Address","idx","10","phone","Int",""
"","""Customer Address-preferred_billing_address-idx""","DocField","Customer Address","idx","11","preferred_billing_address","Int",""
"","""Customer Address-preferred_shipping_address-idx""","DocField","Customer Address","idx","12","preferred_shipping_address","Int",""
"","""Customer Address-_idx""","DocType","Customer Address","_idx","[""address_title"", ""address_type"", ""address_line_1"", ""address_line_2"", ""city"", ""col"", ""state"", ""pincode"", ""country"", ""phone"", ""preferred_billing_address"", ""preferred_shipping_address""]","","Text",""
"","""Customer-address_contacts-depends_on""","DocField","Customer","depends_on","","address_contacts","Data",""
"","""Customer-address_html-depends_on""","DocField","Customer","depends_on","eval:!doc.__islocal","address_html","Data",""
"","""Customer-contact_html-depends_on""","DocField","Customer","depends_on","eval:!doc.__islocal","contact_html","Data",""
"","""Customer Address-phone-reqd""","DocField","Customer Address","reqd","1","phone","Check",""
"","""Item-stock_uom-hidden""","DocField","Item","hidden","0","stock_uom","Check",""
"","""Quotation Item-quantity_and_rate-hidden""","DocField","Quotation Item","hidden","1","quantity_and_rate","Check",""
"","""Sales Order Item-quantity_and_rate-hidden""","DocField","Sales Order Item","hidden","0","quantity_and_rate","Check",""
"","""Sales Order Item-base_amount-hidden""","DocField","Sales Order Item","hidden","1","base_amount","Check",""
"","""Sales Order Item-quantity_and_rate-idx""","DocField","Sales Order Item","idx","23","quantity_and_rate","Int",""
"","""Sales Order Item-qty-idx""","DocField","Sales Order Item","idx","24","qty","Int",""
"","""Sales Order Item-price_list_rate-idx""","DocField","Sales Order Item","idx","25","price_list_rate","Int",""
"","""Sales Order Item-discount_percentage-idx""","DocField","Sales Order Item","idx","26","discount_percentage","Int",""
"","""Sales Order Item-base_price_list_rate-idx""","DocField","Sales Order Item","idx","27","base_price_list_rate","Int",""
"","""Sales Order Item-rate-idx""","DocField","Sales Order Item","idx","28","rate","Int",""
"","""Sales Order Item-amount-idx""","DocField","Sales Order Item","idx","29","amount","Int",""
"","""Sales Order Item-col_break2-idx""","DocField","Sales Order Item","idx","30","col_break2","Int",""
"","""Sales Order Item-base_rate-idx""","DocField","Sales Order Item","idx","31","base_rate","Int",""
"","""Sales Order Item-base_amount-idx""","DocField","Sales Order Item","idx","32","base_amount","Int",""
"","""Sales Order Item-stock_uom-idx""","DocField","Sales Order Item","idx","33","stock_uom","Int",""
"","""Sales Order Item-pricing_rule-idx""","DocField","Sales Order Item","idx","34","pricing_rule","Int",""
"","""Sales Order Item-warehouse_and_reference-idx""","DocField","Sales Order Item","idx","36","warehouse_and_reference","Int",""
"","""Sales Order Item-warehouse-idx""","DocField","Sales Order Item","idx","37","warehouse","Int",""
"","""Sales Order Item-prevdoc_docname-idx""","DocField","Sales Order Item","idx","38","prevdoc_docname","Int",""
"","""Sales Order Item-brand-idx""","DocField","Sales Order Item","idx","39","brand","Int",""
"","""Sales Order Item-item_group-idx""","DocField","Sales Order Item","idx","40","item_group","Int",""
"","""Sales Order Item-page_break-idx""","DocField","Sales Order Item","idx","41","page_break","Int",""
"","""Sales Order Item-col_break4-idx""","DocField","Sales Order Item","idx","42","col_break4","Int",""
"","""Sales Order Item-projected_qty-idx""","DocField","Sales Order Item","idx","43","projected_qty","Int",""
"","""Sales Order Item-actual_qty-idx""","DocField","Sales Order Item","idx","44","actual_qty","Int",""
"","""Sales Order Item-delivered_qty-idx""","DocField","Sales Order Item","idx","45","delivered_qty","Int",""
"","""Sales Order Item-billed_amt-idx""","DocField","Sales Order Item","idx","46","billed_amt","Int",""
"","""Sales Order Item-planned_qty-idx""","DocField","Sales Order Item","idx","47","planned_qty","Int",""
"","""Sales Order Item-produced_qty-idx""","DocField","Sales Order Item","idx","48","produced_qty","Int",""
"","""Sales Order Item-item_tax_rate-idx""","DocField","Sales Order Item","idx","49","item_tax_rate","Int",""
"","""Sales Order Item-transaction_date-idx""","DocField","Sales Order Item","idx","50","transaction_date","Int",""
"","""Sales Order Item-_idx""","DocType","Sales Order Item","_idx","[""item_code"", ""customer_item_code"", ""item_name"", ""material_type"", ""batch"", ""batch_no"", ""part_number"", ""b_ref"", ""col_break1"", ""description"", ""costing"", ""raw_material_costing"", ""rm_total_price"", ""c1"", ""primary_process_costing"", ""pp_total_price"", ""s2"", ""sub_machining_costing"", ""sm_total_price"", ""c3"", ""secondary_process_costing"", ""sp_total_price"", ""quantity_and_rate"", ""qty"", ""price_list_rate"", ""discount_percentage"", ""base_price_list_rate"", ""rate"", ""amount"", ""col_break2"", ""base_rate"", ""base_amount"", ""stock_uom"", ""pricing_rule"", ""job_order"", ""warehouse_and_reference"", ""warehouse"", ""prevdoc_docname"", ""brand"", ""item_group"", ""page_break"", ""col_break4"", ""projected_qty"", ""actual_qty"", ""delivered_qty"", ""billed_amt"", ""planned_qty"", ""produced_qty"", ""item_tax_rate"", ""transaction_date""]","","Text",""
"","""Sales Order Item-rate-hidden""","DocField","Sales Order Item","hidden","0","rate","Check",""
"","""Sales Order Item-amount-hidden""","DocField","Sales Order Item","hidden","0","amount","Check",""
"","""Customer Address-read_only_onload""","DocType","Customer Address","read_only_onload","","","Check",""
"","""Customer-lead_name-idx""","DocField","Customer","idx","7","lead_name","Int",""
"","""Customer-column_break0-idx""","DocField","Customer","idx","8","column_break0","Int",""
"","""Customer-customer_group-idx""","DocField","Customer","idx","9","customer_group","Int",""
"","""Customer-territory-idx""","DocField","Customer","idx","10","territory","Int",""
"","""Customer-ref_no-idx""","DocField","Customer","idx","11","ref_no","Int",""
"","""Customer-count-idx""","DocField","Customer","idx","12","count","Int",""
"","""Customer-flag-idx""","DocField","Customer","idx","13","flag","Int",""
"","""Customer-address_contacts-idx""","DocField","Customer","idx","14","address_contacts","Int",""
"","""Customer-address_html-idx""","DocField","Customer","idx","16","address_html","Int",""
"","""Customer-contact_html-idx""","DocField","Customer","idx","17","contact_html","Int",""
"","""Customer-communication_history-idx""","DocField","Customer","idx","18","communication_history","Int",""
"","""Customer-communication_html-idx""","DocField","Customer","idx","19","communication_html","Int",""
"","""Customer-more_info-idx""","DocField","Customer","idx","20","more_info","Int",""
"","""Customer-column_break2-idx""","DocField","Customer","idx","21","column_break2","Int",""
"","""Customer-company-idx""","DocField","Customer","idx","22","company","Int",""
"","""Customer-customer_details-idx""","DocField","Customer","idx","23","customer_details","Int",""
"","""Customer-column_break3-idx""","DocField","Customer","idx","24","column_break3","Int",""
"","""Customer-default_currency-idx""","DocField","Customer","idx","25","default_currency","Int",""
"","""Customer-default_price_list-idx""","DocField","Customer","idx","26","default_price_list","Int",""
"","""Customer-default_taxes_and_charges-idx""","DocField","Customer","idx","27","default_taxes_and_charges","Int",""
"","""Customer-credit_days-idx""","DocField","Customer","idx","28","credit_days","Int",""
"","""Customer-credit_limit-idx""","DocField","Customer","idx","29","credit_limit","Int",""
"","""Customer-website-idx""","DocField","Customer","idx","30","website","Int",""
"","""Customer-sales_team_section_break-idx""","DocField","Customer","idx","31","sales_team_section_break","Int",""
"","""Customer-default_sales_partner-idx""","DocField","Customer","idx","32","default_sales_partner","Int",""
"","""Customer-default_commission_rate-idx""","DocField","Customer","idx","33","default_commission_rate","Int",""
"","""Customer-sales_team-idx""","DocField","Customer","idx","34","sales_team","Int",""
"","""Customer-communications-idx""","DocField","Customer","idx","35","communications","Int",""
"","""Customer-column_break1-idx""","DocField","Customer","idx","36","column_break1","Int",""
"","""Customer-_idx""","DocType","Customer","_idx","[""basic_info"", ""naming_series"", ""customer_code"", ""customer_name"", ""customer_type"", ""address_list"", ""lead_name"", ""column_break0"", ""customer_group"", ""territory"", ""ref_no"", ""count"", ""flag"", ""address_contacts"", ""customer_address"", ""address_html"", ""contact_html"", ""communication_history"", ""communication_html"", ""more_info"", ""column_break2"", ""company"", ""customer_details"", ""column_break3"", ""default_currency"", ""default_price_list"", ""default_taxes_and_charges"", ""credit_days"", ""credit_limit"", ""website"", ""sales_team_section_break"", ""default_sales_partner"", ""default_commission_rate"", ""sales_team"", ""communications"", ""column_break1""]","","Text",""
"","""Customer-address_list-previous_field""","DocField","Customer","previous_field","lead_name","address_list","Data",""
"","""Stock Entry-naming_series-options""","DocField","Stock Entry","options","STE-","naming_series","Text",""
"","""Delivery Note-naming_series-options""","DocField","Delivery Note","options","DN-","naming_series","Text",""
"","""Sales Invoice-naming_series-options""","DocField","Sales Invoice","options","SINV-","naming_series","Text",""
"","""Quotation-_idx""","DocType","Quotation","_idx","[""customer_section"", ""column_break0"", ""naming_series"", ""quotation_to"", ""customer"", ""lead"", ""customer_name"", ""customer_ref"", ""customer_ref_no"", ""address_display"", ""contact_display"", ""contact_mobile"", ""contact_email"", ""column_break1"", ""amended_from"", ""company"", ""transaction_date"", ""lead_time"", ""order_type"", ""section_break0"", ""currency"", ""conversion_rate"", ""column_break2"", ""selling_price_list"", ""price_list_currency"", ""plc_conversion_rate"", ""ignore_pricing_rule"", ""items"", ""quotation_details"", ""sec_break23"", ""net_total"", ""column_break_28"", ""net_total_export"", ""taxes"", ""taxes_and_charges"", ""column_break_34"", ""shipping_rule"", ""section_break_36"", ""other_charges"", ""other_charges_calculation"", ""section_break_39"", ""other_charges_total"", ""column_break_42"", ""other_charges_total_export"", ""discount_amount"", ""totals"", ""grand_total"", ""rounded_total"", ""in_words"", ""column_break3"", ""grand_total_export"", ""rounded_total_export"", ""in_words_export"", ""fold"", ""terms_section_break"", ""tc_name"", ""terms"", ""contact_section"", ""territory"", ""customer_group"", ""shipping_address_name"", ""shipping_address"", ""col_break98"", ""customer_address"", ""contact_person"", ""more_info"", ""campaign"", ""source"", ""status"", ""order_lost_reason"", ""column_break4"", ""letter_head"", ""select_print_heading"", ""fiscal_year"", ""enq_det"", ""communication_history"", ""communication_html"", ""communications""]","","Text",""
"","""Quotation-communications-idx""","DocField","Quotation","idx","78","communications","Int",""
"","""Quotation-communication_html-idx""","DocField","Quotation","idx","77","communication_html","Int",""
"","""Quotation-communication_history-idx""","DocField","Quotation","idx","76","communication_history","Int",""
"","""Quotation-enq_det-idx""","DocField","Quotation","idx","75","enq_det","Int",""
"","""Quotation-fiscal_year-idx""","DocField","Quotation","idx","74","fiscal_year","Int",""
"","""Quotation-select_print_heading-idx""","DocField","Quotation","idx","73","select_print_heading","Int",""
"","""Quotation-letter_head-idx""","DocField","Quotation","idx","72","letter_head","Int",""
"","""Quotation-column_break4-idx""","DocField","Quotation","idx","71","column_break4","Int",""
"","""Quotation-order_lost_reason-idx""","DocField","Quotation","idx","70","order_lost_reason","Int",""
"","""Quotation-status-idx""","DocField","Quotation","idx","69","status","Int",""
"","""Quotation-source-idx""","DocField","Quotation","idx","68","source","Int",""
"","""Quotation-campaign-idx""","DocField","Quotation","idx","67","campaign","Int",""
"","""Quotation-more_info-idx""","DocField","Quotation","idx","66","more_info","Int",""
"","""Quotation-contact_person-idx""","DocField","Quotation","idx","65","contact_person","Int",""
"","""Quotation-customer_address-idx""","DocField","Quotation","idx","64","customer_address","Int",""
"","""Quotation-col_break98-idx""","DocField","Quotation","idx","63","col_break98","Int",""
"","""Quotation-shipping_address-idx""","DocField","Quotation","idx","62","shipping_address","Int",""
"","""Quotation-shipping_address_name-idx""","DocField","Quotation","idx","61","shipping_address_name","Int",""
"","""Quotation-customer_group-idx""","DocField","Quotation","idx","60","customer_group","Int",""
"","""Quotation-territory-idx""","DocField","Quotation","idx","59","territory","Int",""
"","""Quotation-contact_section-idx""","DocField","Quotation","idx","58","contact_section","Int",""
"","""Quotation-terms-idx""","DocField","Quotation","idx","57","terms","Int",""
"","""Quotation-tc_name-idx""","DocField","Quotation","idx","56","tc_name","Int",""
"","""Quotation-terms_section_break-idx""","DocField","Quotation","idx","55","terms_section_break","Int",""
"","""Quotation-fold-idx""","DocField","Quotation","idx","54","fold","Int",""
"","""Quotation-in_words_export-idx""","DocField","Quotation","idx","53","in_words_export","Int",""
"","""Quotation-rounded_total_export-idx""","DocField","Quotation","idx","52","rounded_total_export","Int",""
"","""Quotation-grand_total_export-idx""","DocField","Quotation","idx","51","grand_total_export","Int",""
"","""Quotation-column_break3-idx""","DocField","Quotation","idx","50","column_break3","Int",""
"","""Quotation-in_words-idx""","DocField","Quotation","idx","49","in_words","Int",""
"","""Quotation-rounded_total-idx""","DocField","Quotation","idx","48","rounded_total","Int",""
"","""Quotation-grand_total-idx""","DocField","Quotation","idx","47","grand_total","Int",""
"","""Quotation-totals-idx""","DocField","Quotation","idx","46","totals","Int",""
"","""Quotation-discount_amount-idx""","DocField","Quotation","idx","45","discount_amount","Int",""
"","""Quotation-other_charges_total_export-idx""","DocField","Quotation","idx","44","other_charges_total_export","Int",""
"","""Quotation-column_break_42-idx""","DocField","Quotation","idx","43","column_break_42","Int",""
"","""Quotation-other_charges_total-idx""","DocField","Quotation","idx","42","other_charges_total","Int",""
"","""Quotation-section_break_39-idx""","DocField","Quotation","idx","41","section_break_39","Int",""
"","""Quotation-other_charges_calculation-idx""","DocField","Quotation","idx","40","other_charges_calculation","Int",""
"","""Quotation-other_charges-idx""","DocField","Quotation","idx","39","other_charges","Int",""
"","""Quotation-section_break_36-idx""","DocField","Quotation","idx","38","section_break_36","Int",""
"","""Quotation-shipping_rule-idx""","DocField","Quotation","idx","37","shipping_rule","Int",""
"","""Quotation-column_break_34-idx""","DocField","Quotation","idx","36","column_break_34","Int",""
"","""Quotation-taxes_and_charges-idx""","DocField","Quotation","idx","35","taxes_and_charges","Int",""
"","""Quotation-taxes-idx""","DocField","Quotation","idx","34","taxes","Int",""
"","""Quotation-net_total_export-idx""","DocField","Quotation","idx","33","net_total_export","Int",""
"","""Quotation-column_break_28-idx""","DocField","Quotation","idx","32","column_break_28","Int",""
"","""Quotation-net_total-idx""","DocField","Quotation","idx","31","net_total","Int",""
"","""Quotation-sec_break23-idx""","DocField","Quotation","idx","30","sec_break23","Int",""
"","""Quotation-quotation_details-idx""","DocField","Quotation","idx","29","quotation_details","Int",""
"","""Quotation-items-idx""","DocField","Quotation","idx","28","items","Int",""
"","""Quotation-ignore_pricing_rule-idx""","DocField","Quotation","idx","27","ignore_pricing_rule","Int",""
"","""Quotation-plc_conversion_rate-idx""","DocField","Quotation","idx","26","plc_conversion_rate","Int",""
"","""Quotation-price_list_currency-idx""","DocField","Quotation","idx","25","price_list_currency","Int",""
"","""Quotation-selling_price_list-idx""","DocField","Quotation","idx","24","selling_price_list","Int",""
"","""Quotation-column_break2-idx""","DocField","Quotation","idx","23","column_break2","Int",""
"","""Quotation-conversion_rate-idx""","DocField","Quotation","idx","22","conversion_rate","Int",""
"","""Quotation-currency-idx""","DocField","Quotation","idx","21","currency","Int",""
"","""Quotation-section_break0-idx""","DocField","Quotation","idx","20","section_break0","Int",""
"","""Quotation-order_type-idx""","DocField","Quotation","idx","19","order_type","Int",""
"","""Quotation-transaction_date-idx""","DocField","Quotation","idx","17","transaction_date","Int",""
"","""Quotation-company-idx""","DocField","Quotation","idx","16","company","Int",""
"","""Quotation-amended_from-idx""","DocField","Quotation","idx","15","amended_from","Int",""
"","""Quotation-column_break1-idx""","DocField","Quotation","idx","14","column_break1","Int",""
"","""Quotation-contact_email-idx""","DocField","Quotation","idx","13","contact_email","Int",""
"","""Quotation-contact_mobile-idx""","DocField","Quotation","idx","12","contact_mobile","Int",""
"","""Quotation-contact_display-idx""","DocField","Quotation","idx","11","contact_display","Int",""
"","""Quotation-address_display-idx""","DocField","Quotation","idx","10","address_display","Int",""
"","""Item-naming_series-options""","DocField","Item","options","ITEM-","naming_series","Text",""
"","""Supplier-naming_series-options""","DocField","Supplier","options","SUPP-","naming_series","Text",""
"","""Multiple Qty-t_label-previous_field""","DocField","Multiple Qty","previous_field","qty_label","t_label","Data",""
"","""Quotation for Mulitple Quantity-t_lable-previous_field""","DocField","Quotation for Mulitple Quantity","previous_field","spec","t_lable","Data",""
"","""Multiple Qty Item-qty15-previous_field""","DocField","Multiple Qty Item","previous_field","qty14","qty15","Data",""
"","""Multiple Qty Item-qty14-previous_field""","DocField","Multiple Qty Item","previous_field","qty13","qty14","Data",""
"","""Multiple Qty Item-qty13-previous_field""","DocField","Multiple Qty Item","previous_field","qty12","qty13","Data",""
"","""Multiple Qty Item-qty12-previous_field""","DocField","Multiple Qty Item","previous_field","qty11","qty12","Data",""
"","""Multiple Qty Item-qty11-previous_field""","DocField","Multiple Qty Item","previous_field","total11","qty11","Data",""
"","""Multiple Qty Item-total11-previous_field""","DocField","Multiple Qty Item","previous_field","qty10","total11","Data",""
"","""Multiple Quantity Item-r_qty_7-previous_field""","DocField","Multiple Quantity Item","previous_field","r_qty_6","r_qty_7","Data",""
"","""Multiple Quantity Item-total1-previous_field""","DocField","Multiple Quantity Item","previous_field","r_qty_6","total1","Data",""
"","""Customer-naming_series-options""","DocField","Customer","options","CUST-","naming_series","Text",""
"","""Production Order-naming_series-default""","DocField","Production Order","default","PRO","naming_series","Text",""
"","""Production Order-naming_series-options""","DocField","Production Order","options","PRO-","naming_series","Text",""
"","""Quotation Item-description-in_filter""","DocField","Quotation Item","in_filter","0","description","Check",""
"","""Quotation Item-description-report_hide""","DocField","Quotation Item","report_hide","0","description","Check",""
"","""Quotation Item-description-in_list_view""","DocField","Quotation Item","in_list_view","0","description","Check",""
"","""Quotation Item-description-precision""","DocField","Quotation Item","precision","","description","Select",""
"","""Quotation Item-description-print_width""","DocField","Quotation Item","print_width","","description","Data",""
"","""Quotation Item-description-ignore_user_permissions""","DocField","Quotation Item","ignore_user_permissions","0","description","Check",""
"","""Quotation Item-description-width""","DocField","Quotation Item","width","","description","Data",""
"","""Quotation Item-description-idx""","DocField","Quotation Item","idx","49","description","Int",""
"","""Quotation Item-description-allow_on_submit""","DocField","Quotation Item","allow_on_submit","0","description","Check",""
"","""Raw Material Specs Details-_idx""","DocType","Raw Material Specs Details","_idx","[""job_order_details"", ""job_order"", ""part_name"", ""drawing_no"", ""part_no"", ""column_break_6"", ""qty"", ""po_number"", ""batch_no"", ""required_date"", ""section_break_1"", ""spec"", ""type"", ""vendor"", ""column_break_14"", ""heat_no"", ""recieved_date"", ""section_break_3"", ""od"", ""od_uom"", ""id"", ""id_uom"", ""lg"", ""lg_uom"", ""section_break_12"", ""currency"", ""exchange_rate"", ""unit_cost"", ""price"", ""mark_percent"", ""price_with_markup"", ""section_break_18"", ""quote_ref""]","","Text",""
"","""Raw Material Specs Details-quote_ref-idx""","DocField","Raw Material Specs Details","idx","33","quote_ref","Int",""
"","""Raw Material Specs Details-section_break_18-idx""","DocField","Raw Material Specs Details","idx","32","section_break_18","Int",""
"","""Raw Material Specs Details-price_with_markup-idx""","DocField","Raw Material Specs Details","idx","31","price_with_markup","Int",""
"","""Raw Material Specs Details-mark_percent-idx""","DocField","Raw Material Specs Details","idx","30","mark_percent","Int",""
"","""Raw Material Specs Details-price-idx""","DocField","Raw Material Specs Details","idx","29","price","Int",""
"","""Raw Material Specs Details-unit_cost-idx""","DocField","Raw Material Specs Details","idx","28","unit_cost","Int",""
"","""Raw Material Specs Details-exchange_rate-idx""","DocField","Raw Material Specs Details","idx","27","exchange_rate","Int",""
"","""Raw Material Specs Details-currency-idx""","DocField","Raw Material Specs Details","idx","26","currency","Int",""
"","""Raw Material Specs Details-section_break_12-idx""","DocField","Raw Material Specs Details","idx","25","section_break_12","Int",""
"","""Raw Material Specs Details-lg_uom-idx""","DocField","Raw Material Specs Details","idx","24","lg_uom","Int",""
"","""Raw Material Specs Details-lg-idx""","DocField","Raw Material Specs Details","idx","23","lg","Int",""
"","""Raw Material Specs Details-read_only_onload""","DocType","Raw Material Specs Details","read_only_onload","","","Check",""
"","""Raw Material Spec Sheet-po_no-hidden""","DocField","Raw Material Spec Sheet","hidden","1","po_no","Check",""
"","""Raw Material Spec Sheet-read_only_onload""","DocType","Raw Material Spec Sheet","read_only_onload","","","Check",""
"","""Sales Order Item-col_break3-idx""","DocField","Sales Order Item","idx","52","col_break3","Int",""
"","""Sales Order Item-section_break_simple1-idx""","DocField","Sales Order Item","idx","50","section_break_simple1","Int",""
"","""Sales Order-read_only_onload""","DocType","Sales Order","read_only_onload","","","Check",""
"","""Quotation-ignore_pricing_rule-hidden""","DocField","Quotation","hidden","1","ignore_pricing_rule","Check",""
